participant,item,correct,Test_Time,Interval
143,29,1,PM,Delay
143,30,0,PM,Delay
143,31,1,PM,Delay
143,32,0,PM,Delay
143,33,0,PM,Delay
143,34,1,PM,Delay
143,35,1,PM,Delay
143,36,1,PM,Delay
143,37,0,PM,Delay
143,38,1,PM,Delay
143,39,0,PM,Delay
143,40,0,PM,Delay
144,21,0,PM,Delay
144,22,1,PM,Delay
144,23,1,PM,Delay
144,24,0,PM,Delay
144,25,1,PM,Delay
144,26,0,PM,Delay
144,27,0,PM,Delay
144,28,0,PM,Delay
144,29,0,PM,Delay
144,30,0,PM,Delay
144,31,0,PM,Delay
144,32,0,PM,Delay
144,33,0,PM,Delay
144,34,0,PM,Delay
144,35,0,PM,Delay
144,36,0,PM,Delay
144,37,1,PM,Delay
144,38,0,PM,Delay
144,39,1,PM,Delay
144,40,1,PM,Delay
145,21,0,PM,Delay
145,22,1,PM,Delay
145,23,0,PM,Delay
145,24,0,PM,Delay
145,25,0,PM,Delay
145,26,1,PM,Delay
145,27,0,PM,Delay
145,28,0,PM,Delay
145,29,0,PM,Delay
145,30,0,PM,Delay
145,31,0,PM,Delay
145,32,0,PM,Delay
145,33,1,PM,Delay
145,34,0,PM,Delay
145,35,1,PM,Delay
145,36,1,PM,Delay
145,37,0,PM,Delay
145,38,0,PM,Delay
145,39,0,PM,Delay
145,40,0,PM,Delay
146,21,1,PM,Delay
146,22,1,PM,Delay
146,23,0,PM,Delay
146,24,0,PM,Delay
146,25,1,PM,Delay
146,26,0,PM,Delay
146,27,1,PM,Delay
146,28,0,PM,Delay
146,29,1,PM,Delay
146,30,1,PM,Delay
146,31,0,PM,Delay
146,32,0,PM,Delay
146,33,0,PM,Delay
146,34,1,PM,Delay
146,35,0,PM,Delay
146,36,1,PM,Delay
146,37,1,PM,Delay
146,38,0,PM,Delay
146,39,0,PM,Delay
146,40,0,PM,Delay
147,21,1,PM,Delay
147,22,0,PM,Delay
147,23,1,PM,Delay
147,24,0,PM,Delay
147,25,1,PM,Delay
147,26,1,PM,Delay
147,27,1,PM,Delay
147,28,0,PM,Delay
147,29,1,PM,Delay
147,30,0,PM,Delay
147,31,1,PM,Delay
147,32,1,PM,Delay
147,33,0,PM,Delay
147,34,0,PM,Delay
147,35,0,PM,Delay
147,36,0,PM,Delay
147,37,1,PM,Delay
147,38,1,PM,Delay
147,39,0,PM,Delay
147,40,1,PM,Delay
148,21,0,PM,Delay
148,22,0,PM,Delay
148,23,0,PM,Delay
148,24,0,PM,Delay
148,25,1,PM,Delay
148,26,1,PM,Delay
148,27,1,PM,Delay
148,28,1,PM,Delay
148,29,0,PM,Delay
148,30,1,PM,Delay
148,31,1,PM,Delay
148,32,1,PM,Delay
148,33,0,PM,Delay
148,34,0,PM,Delay
148,35,1,PM,Delay
148,36,0,PM,Delay
148,37,0,PM,Delay
148,38,1,PM,Delay
148,39,0,PM,Delay
148,40,0,PM,Delay
149,21,0,PM,Delay
149,22,1,PM,Delay
149,23,0,PM,Delay
149,24,1,PM,Delay
149,25,0,PM,Delay
149,26,1,PM,Delay
149,27,0,PM,Delay
149,28,0,PM,Delay
149,29,1,PM,Delay
149,30,1,PM,Delay
149,31,1,PM,Delay
149,32,0,PM,Delay
149,33,1,PM,Delay
149,34,1,PM,Delay
149,35,0,PM,Delay
149,36,1,PM,Delay
149,37,0,PM,Delay
149,38,1,PM,Delay
149,39,1,PM,Delay
149,40,0,PM,Delay
150,21,1,PM,Delay
150,22,0,PM,Delay
150,23,1,PM,Delay
150,24,0,PM,Delay
150,25,1,PM,Delay
150,26,0,PM,Delay
150,27,1,PM,Delay
150,28,0,PM,Delay
150,29,1,PM,Delay
150,30,0,PM,Delay
150,31,1,PM,Delay
150,32,0,PM,Delay
150,33,0,PM,Delay
150,34,1,PM,Delay
150,35,0,PM,Delay
150,36,0,PM,Delay
150,37,0,PM,Delay
150,38,0,PM,Delay
150,39,0,PM,Delay
150,40,1,PM,Delay
151,21,1,PM,Delay
151,22,0,PM,Delay
151,23,0,PM,Delay
151,24,1,PM,Delay
151,25,1,PM,Delay
151,26,1,PM,Delay
151,27,0,PM,Delay
151,28,0,PM,Delay
151,29,0,PM,Delay
151,30,0,PM,Delay
151,31,0,PM,Delay
151,32,0,PM,Delay
151,33,0,PM,Delay
151,34,1,PM,Delay
151,35,1,PM,Delay
151,36,1,PM,Delay
151,37,0,PM,Delay
151,38,0,PM,Delay
151,39,0,PM,Delay
151,40,1,PM,Delay
152,21,1,PM,Delay
152,22,1,PM,Delay
152,23,0,PM,Delay
152,24,0,PM,Delay
152,25,0,PM,Delay
152,26,0,PM,Delay
152,27,0,PM,Delay
152,28,1,PM,Delay
152,29,0,PM,Delay
152,30,1,PM,Delay
152,31,0,PM,Delay
152,32,0,PM,Delay
152,33,0,PM,Delay
152,34,1,PM,Delay
152,35,0,PM,Delay
152,36,1,PM,Delay
152,37,0,PM,Delay
152,38,1,PM,Delay
152,39,1,PM,Delay
152,40,0,PM,Delay
153,21,1,PM,Delay
153,22,0,PM,Delay
153,23,1,PM,Delay
153,24,1,PM,Delay
153,25,0,PM,Delay
153,26,0,PM,Delay
153,27,0,PM,Delay
153,28,0,PM,Delay
153,29,0,PM,Delay
153,30,0,PM,Delay
153,31,0,PM,Delay
153,32,0,PM,Delay
153,33,0,PM,Delay
153,34,0,PM,Delay
153,35,0,PM,Delay
153,36,1,PM,Delay
153,37,0,PM,Delay
153,38,0,PM,Delay
153,39,0,PM,Delay
153,40,0,PM,Delay
154,21,0,PM,Delay
154,22,0,PM,Delay
154,23,0,PM,Delay
154,24,0,PM,Delay
154,25,0,PM,Delay
154,26,0,PM,Delay
154,27,0,PM,Delay
154,28,0,PM,Delay
154,29,1,PM,Delay
154,30,1,PM,Delay
154,31,1,PM,Delay
154,32,0,PM,Delay
154,33,0,PM,Delay
154,34,0,PM,Delay
154,35,0,PM,Delay
154,36,0,PM,Delay
154,37,1,PM,Delay
154,38,0,PM,Delay
154,39,1,PM,Delay
154,40,1,PM,Delay
155,21,1,PM,Delay
155,22,1,PM,Delay
155,23,1,PM,Delay
155,24,0,PM,Delay
155,25,0,PM,Delay
155,26,0,PM,Delay
155,27,0,PM,Delay
155,28,0,PM,Delay
155,29,1,PM,Delay
155,30,1,PM,Delay
155,31,1,PM,Delay
155,32,0,PM,Delay
155,33,1,PM,Delay
155,34,0,PM,Delay
155,35,0,PM,Delay
155,36,1,PM,Delay
155,37,0,PM,Delay
155,38,1,PM,Delay
155,39,0,PM,Delay
155,40,0,PM,Delay
156,21,0,PM,Delay
156,22,0,PM,Delay
156,23,1,PM,Delay
156,24,0,PM,Delay
156,25,1,PM,Delay
156,26,1,PM,Delay
156,27,0,PM,Delay
156,28,0,PM,Delay
156,29,1,PM,Delay
156,30,0,PM,Delay
156,31,0,PM,Delay
156,32,0,PM,Delay
156,33,1,PM,Delay
156,34,1,PM,Delay
156,35,0,PM,Delay
156,36,0,PM,Delay
156,37,1,PM,Delay
156,38,0,PM,Delay
156,39,0,PM,Delay
156,40,0,PM,Delay
157,21,0,PM,Delay
157,22,1,PM,Delay
157,23,0,PM,Delay
157,24,1,PM,Delay
157,25,1,PM,Delay
157,26,0,PM,Delay
157,27,0,PM,Delay
157,28,0,PM,Delay
157,29,0,PM,Delay
157,30,1,PM,Delay
157,31,1,PM,Delay
157,32,0,PM,Delay
157,33,1,PM,Delay
157,34,1,PM,Delay
157,35,0,PM,Delay
157,36,0,PM,Delay
157,37,0,PM,Delay
157,38,0,PM,Delay
157,39,0,PM,Delay
157,40,1,PM,Delay
158,21,1,PM,Delay
158,22,1,PM,Delay
158,23,1,PM,Delay
158,24,1,PM,Delay
158,25,0,PM,Delay
158,26,0,PM,Delay
158,27,0,PM,Delay
158,28,1,PM,Delay
158,29,0,PM,Delay
158,30,1,PM,Delay
158,31,0,PM,Delay
158,32,0,PM,Delay
158,33,0,PM,Delay
158,34,1,PM,Delay
158,35,0,PM,Delay
158,36,0,PM,Delay
158,37,0,PM,Delay
158,38,0,PM,Delay
158,39,1,PM,Delay
158,40,0,PM,Delay
159,21,0,PM,Delay
159,22,1,PM,Delay
159,23,0,PM,Delay
159,24,1,PM,Delay
159,25,0,PM,Delay
159,26,1,PM,Delay
159,27,0,PM,Delay
159,28,0,PM,Delay
159,29,1,PM,Delay
159,30,1,PM,Delay
159,31,0,PM,Delay
159,32,0,PM,Delay
159,33,0,PM,Delay
159,34,1,PM,Delay
159,35,0,PM,Delay
159,36,1,PM,Delay
159,37,0,PM,Delay
159,38,0,PM,Delay
159,39,0,PM,Delay
159,40,0,PM,Delay
160,21,0,PM,Delay
160,22,0,PM,Delay
160,23,0,PM,Delay
160,24,1,PM,Delay
160,25,0,PM,Delay
160,26,1,PM,Delay
160,27,1,PM,Delay
160,28,0,PM,Delay
160,29,0,PM,Delay
160,30,1,PM,Delay
160,31,0,PM,Delay
160,32,1,PM,Delay
160,33,1,PM,Delay
160,34,1,PM,Delay
160,35,0,PM,Delay
160,36,1,PM,Delay
160,37,0,PM,Delay
160,38,1,PM,Delay
160,39,1,PM,Delay
160,40,0,PM,Delay
161,21,1,PM,Delay
161,22,0,PM,Delay
161,23,0,PM,Delay
161,24,0,PM,Delay
161,25,0,PM,Delay
161,26,1,PM,Delay
161,27,0,PM,Delay
161,28,0,PM,Delay
161,29,0,PM,Delay
161,30,0,PM,Delay
161,31,0,PM,Delay
161,32,1,PM,Delay
161,33,1,PM,Delay
161,34,0,PM,Delay
161,35,1,PM,Delay
161,36,0,PM,Delay
161,37,1,PM,Delay
161,38,0,PM,Delay
161,39,0,PM,Delay
161,40,0,PM,Delay
162,21,1,PM,Delay
162,22,0,PM,Delay
162,23,0,PM,Delay
162,24,1,PM,Delay
162,25,0,PM,Delay
162,26,0,PM,Delay
162,27,1,PM,Delay
162,28,1,PM,Delay
162,29,1,PM,Delay
162,30,1,PM,Delay
162,31,0,PM,Delay
162,32,1,PM,Delay
162,33,0,PM,Delay
162,34,0,PM,Delay
162,35,0,PM,Delay
162,36,1,PM,Delay
162,37,1,PM,Delay
162,38,0,PM,Delay
162,39,0,PM,Delay
162,40,0,PM,Delay
163,21,1,PM,Delay
163,22,0,PM,Delay
163,23,0,PM,Delay
163,24,0,PM,Delay
163,25,0,PM,Delay
163,26,0,PM,Delay
163,27,1,PM,Delay
163,28,1,PM,Delay
163,29,0,PM,Delay
163,30,1,PM,Delay
163,31,0,PM,Delay
163,32,1,PM,Delay
163,33,0,PM,Delay
163,34,0,PM,Delay
163,35,0,PM,Delay
163,36,0,PM,Delay
163,37,0,PM,Delay
163,38,0,PM,Delay
163,39,0,PM,Delay
163,40,0,PM,Delay
164,21,0,PM,Delay
164,22,1,PM,Delay
164,23,0,PM,Delay
164,24,1,PM,Delay
164,25,0,PM,Delay
164,26,0,PM,Delay
164,27,0,PM,Delay
164,28,0,PM,Delay
164,29,0,PM,Delay
164,30,1,PM,Delay
164,31,0,PM,Delay
164,32,1,PM,Delay
164,33,0,PM,Delay
164,34,0,PM,Delay
164,35,0,PM,Delay
164,36,0,PM,Delay
164,37,0,PM,Delay
164,38,0,PM,Delay
164,39,0,PM,Delay
164,40,0,PM,Delay
165,21,0,PM,Delay
165,22,1,PM,Delay
165,23,0,PM,Delay
165,24,1,PM,Delay
165,25,0,PM,Delay
165,26,1,PM,Delay
165,27,0,PM,Delay
165,28,0,PM,Delay
165,29,1,PM,Delay
165,30,1,PM,Delay
165,31,0,PM,Delay
165,32,0,PM,Delay
165,33,0,PM,Delay
165,34,0,PM,Delay
165,35,0,PM,Delay
165,36,0,PM,Delay
165,37,0,PM,Delay
165,38,1,PM,Delay
165,39,1,PM,Delay
165,40,0,PM,Delay
166,21,0,PM,Delay
166,22,1,PM,Delay
166,23,1,PM,Delay
166,24,0,PM,Delay
166,25,0,PM,Delay
166,26,0,PM,Delay
166,27,1,PM,Delay
166,28,1,PM,Delay
166,29,0,PM,Delay
166,30,0,PM,Delay
166,31,1,PM,Delay
166,32,0,PM,Delay
166,33,0,PM,Delay
166,34,0,PM,Delay
166,35,0,PM,Delay
166,36,1,PM,Delay
166,37,0,PM,Delay
166,38,0,PM,Delay
166,39,0,PM,Delay
166,40,1,PM,Delay
167,21,0,PM,Delay
167,22,0,PM,Delay
167,23,1,PM,Delay
167,24,0,PM,Delay
167,25,0,PM,Delay
167,26,0,PM,Delay
167,27,0,PM,Delay
167,28,0,PM,Delay
167,29,1,PM,Delay
167,30,0,PM,Delay
167,31,0,PM,Delay
167,32,0,PM,Delay
167,33,0,PM,Delay
167,34,1,PM,Delay
167,35,1,PM,Delay
167,36,0,PM,Delay
167,37,0,PM,Delay
167,38,0,PM,Delay
167,39,0,PM,Delay
167,40,0,PM,Delay
168,21,0,PM,Delay
168,22,1,PM,Delay
168,23,1,PM,Delay
168,24,0,PM,Delay
168,25,0,PM,Delay
168,26,0,PM,Delay
168,27,1,PM,Delay
168,28,1,PM,Delay
168,29,0,PM,Delay
168,30,1,PM,Delay
168,31,1,PM,Delay
168,32,0,PM,Delay
168,33,1,PM,Delay
168,34,1,PM,Delay
168,35,0,PM,Delay
168,36,0,PM,Delay
168,37,1,PM,Delay
168,38,0,PM,Delay
168,39,1,PM,Delay
168,40,0,PM,Delay
169,21,0,PM,Delay
169,22,1,PM,Delay
169,23,0,PM,Delay
169,24,0,PM,Delay
169,25,0,PM,Delay
169,26,0,PM,Delay
169,27,0,PM,Delay
169,28,0,PM,Delay
169,29,1,PM,Delay
169,30,0,PM,Delay
169,31,1,PM,Delay
169,32,0,PM,Delay
169,33,0,PM,Delay
169,34,0,PM,Delay
169,35,0,PM,Delay
169,36,0,PM,Delay
169,37,0,PM,Delay
169,38,1,PM,Delay
169,39,0,PM,Delay
169,40,0,PM,Delay
170,21,0,PM,Delay
170,22,0,PM,Delay
170,23,0,PM,Delay
170,24,1,PM,Delay
170,25,0,PM,Delay
170,26,0,PM,Delay
170,27,1,PM,Delay
170,28,0,PM,Delay
170,29,1,PM,Delay
170,30,0,PM,Delay
170,31,1,PM,Delay
170,32,0,PM,Delay
170,33,1,PM,Delay
170,34,0,PM,Delay
170,35,0,PM,Delay
170,36,0,PM,Delay
170,37,0,PM,Delay
170,38,0,PM,Delay
170,39,1,PM,Delay
170,40,0,PM,Delay
171,21,0,PM,Delay
171,22,0,PM,Delay
171,23,0,PM,Delay
171,24,0,PM,Delay
171,25,0,PM,Delay
171,26,0,PM,Delay
171,27,1,PM,Delay
171,28,0,PM,Delay
171,29,0,PM,Delay
171,30,0,PM,Delay
171,31,0,PM,Delay
171,32,0,PM,Delay
171,33,0,PM,Delay
171,34,0,PM,Delay
171,35,0,PM,Delay
171,36,0,PM,Delay
171,37,1,PM,Delay
171,38,0,PM,Delay
171,39,1,PM,Delay
171,40,0,PM,Delay
172,21,0,PM,Delay
172,22,0,PM,Delay
172,23,0,PM,Delay
172,24,0,PM,Delay
172,25,0,PM,Delay
172,26,1,PM,Delay
172,27,0,PM,Delay
172,28,0,PM,Delay
172,29,0,PM,Delay
172,30,0,PM,Delay
172,31,0,PM,Delay
172,32,0,PM,Delay
172,33,1,PM,Delay
172,34,0,PM,Delay
172,35,1,PM,Delay
172,36,1,PM,Delay
172,37,0,PM,Delay
172,38,0,PM,Delay
172,39,1,PM,Delay
172,40,0,PM,Delay
173,21,0,PM,Delay
173,22,0,PM,Delay
173,23,0,PM,Delay
173,24,0,PM,Delay
173,25,0,PM,Delay
173,26,1,PM,Delay
173,27,0,PM,Delay
173,28,1,PM,Delay
173,29,0,PM,Delay
173,30,0,PM,Delay
173,31,1,PM,Delay
173,32,0,PM,Delay
173,33,0,PM,Delay
173,34,1,PM,Delay
173,35,1,PM,Delay
173,36,1,PM,Delay
173,37,0,PM,Delay
173,38,0,PM,Delay
173,39,0,PM,Delay
173,40,0,PM,Delay
174,21,1,PM,Delay
174,22,0,PM,Delay
174,23,0,PM,Delay
174,24,0,PM,Delay
174,25,0,PM,Delay
174,26,0,PM,Delay
174,27,0,PM,Delay
174,28,0,PM,Delay
174,29,1,PM,Delay
174,30,0,PM,Delay
174,31,1,PM,Delay
174,32,0,PM,Delay
174,33,0,PM,Delay
174,34,0,PM,Delay
174,35,1,PM,Delay
174,36,0,PM,Delay
174,37,0,PM,Delay
174,38,0,PM,Delay
174,39,0,PM,Delay
174,40,0,PM,Delay
175,21,0,PM,Delay
175,22,0,PM,Delay
175,23,1,PM,Delay
175,24,0,PM,Delay
175,25,0,PM,Delay
175,26,0,PM,Delay
175,27,1,PM,Delay
175,28,0,PM,Delay
175,29,1,PM,Delay
175,30,0,PM,Delay
175,31,1,PM,Delay
175,32,0,PM,Delay
175,33,0,PM,Delay
175,34,0,PM,Delay
175,35,0,PM,Delay
175,36,0,PM,Delay
175,37,1,PM,Delay
175,38,1,PM,Delay
175,39,1,PM,Delay
175,40,0,PM,Delay
176,21,0,PM,Delay
176,22,0,PM,Delay
176,23,1,PM,Delay
176,24,1,PM,Delay
176,25,1,PM,Delay
176,26,0,PM,Delay
176,27,0,PM,Delay
176,28,1,PM,Delay
176,29,0,PM,Delay
176,30,0,PM,Delay
176,31,1,PM,Delay
176,32,0,PM,Delay
176,33,1,PM,Delay
176,34,1,PM,Delay
176,35,0,PM,Delay
176,36,1,PM,Delay
176,37,0,PM,Delay
176,38,0,PM,Delay
176,39,0,PM,Delay
176,40,1,PM,Delay
177,21,0,PM,Delay
177,22,1,PM,Delay
177,23,0,PM,Delay
177,24,0,PM,Delay
177,25,1,PM,Delay
177,26,1,PM,Delay
177,27,1,PM,Delay
177,28,0,PM,Delay
177,29,1,PM,Delay
177,30,0,PM,Delay
177,31,0,PM,Delay
177,32,0,PM,Delay
177,33,0,PM,Delay
177,34,0,PM,Delay
177,35,0,PM,Delay
177,36,0,PM,Delay
177,37,1,PM,Delay
177,38,0,PM,Delay
177,39,0,PM,Delay
177,40,1,PM,Delay
178,21,0,PM,Delay
178,22,1,PM,Delay
178,23,0,PM,Delay
178,24,1,PM,Delay
178,25,0,PM,Delay
178,26,1,PM,Delay
178,27,0,PM,Delay
178,28,0,PM,Delay
178,29,1,PM,Delay
178,30,0,PM,Delay
178,31,0,PM,Delay
178,32,0,PM,Delay
178,33,0,PM,Delay
178,34,0,PM,Delay
178,35,0,PM,Delay
178,36,1,PM,Delay
178,37,0,PM,Delay
178,38,1,PM,Delay
178,39,0,PM,Delay
178,40,1,PM,Delay
179,21,1,PM,Delay
179,22,1,PM,Delay
179,23,0,PM,Delay
179,24,0,PM,Delay
179,25,0,PM,Delay
179,26,1,PM,Delay
179,27,1,PM,Delay
179,28,1,PM,Delay
179,29,1,PM,Delay
179,30,0,PM,Delay
179,31,1,PM,Delay
179,32,1,PM,Delay
179,33,1,PM,Delay
179,34,0,PM,Delay
179,35,1,PM,Delay
179,36,1,PM,Delay
179,37,0,PM,Delay
179,38,1,PM,Delay
179,39,0,PM,Delay
179,40,0,PM,Delay
180,21,0,PM,Delay
180,22,0,PM,Delay
180,23,1,PM,Delay
180,24,1,PM,Delay
180,25,0,PM,Delay
180,26,1,PM,Delay
180,27,0,PM,Delay
180,28,0,PM,Delay
180,29,0,PM,Delay
180,30,0,PM,Delay
180,31,0,PM,Delay
180,32,0,PM,Delay
180,33,0,PM,Delay
180,34,0,PM,Delay
180,35,1,PM,Delay
180,36,0,PM,Delay
180,37,0,PM,Delay
180,38,0,PM,Delay
180,39,0,PM,Delay
180,40,0,PM,Delay
181,21,1,PM,Delay
181,22,0,PM,Delay
181,23,0,PM,Delay
181,24,1,PM,Delay
181,25,0,PM,Delay
181,26,0,PM,Delay
181,27,0,PM,Delay
181,28,0,PM,Delay
181,29,0,PM,Delay
181,30,0,PM,Delay
181,31,1,PM,Delay
181,32,0,PM,Delay
181,33,0,PM,Delay
181,34,0,PM,Delay
181,35,1,PM,Delay
181,36,0,PM,Delay
181,37,0,PM,Delay
181,38,1,PM,Delay
181,39,0,PM,Delay
181,40,0,PM,Delay
182,21,0,PM,Delay
182,22,0,PM,Delay
182,23,0,PM,Delay
182,24,0,PM,Delay
182,25,0,PM,Delay
182,26,0,PM,Delay
182,27,1,PM,Delay
182,28,1,PM,Delay
182,29,1,PM,Delay
182,30,1,PM,Delay
182,31,1,PM,Delay
182,32,0,PM,Delay
182,33,0,PM,Delay
182,34,0,PM,Delay
182,35,0,PM,Delay
182,36,0,PM,Delay
182,37,0,PM,Delay
182,38,0,PM,Delay
182,39,0,PM,Delay
182,40,0,PM,Delay
183,21,0,PM,Delay
183,22,0,PM,Delay
183,23,1,PM,Delay
183,24,1,PM,Delay
183,25,1,PM,Delay
183,26,1,PM,Delay
183,27,0,PM,Delay
183,28,1,PM,Delay
183,29,1,PM,Delay
183,30,0,PM,Delay
183,31,0,PM,Delay
183,32,1,PM,Delay
183,33,1,PM,Delay
183,34,0,PM,Delay
183,35,0,PM,Delay
183,36,0,PM,Delay
183,37,0,PM,Delay
183,38,0,PM,Delay
183,39,0,PM,Delay
183,40,0,PM,Delay
184,21,1,PM,Delay
184,22,0,PM,Delay
184,23,1,PM,Delay
184,24,1,PM,Delay
184,25,0,PM,Delay
184,26,0,PM,Delay
184,27,1,PM,Delay
184,28,0,PM,Delay
184,29,0,PM,Delay
184,30,0,PM,Delay
184,31,1,PM,Delay
184,32,1,PM,Delay
184,33,0,PM,Delay
184,34,1,PM,Delay
184,35,0,PM,Delay
184,36,1,PM,Delay
184,37,1,PM,Delay
184,38,0,PM,Delay
184,39,1,PM,Delay
184,40,0,PM,Delay
185,21,0,PM,Delay
185,22,0,PM,Delay
185,23,0,PM,Delay
185,24,0,PM,Delay
185,25,0,PM,Delay
185,26,0,PM,Delay
185,27,1,PM,Delay
185,28,0,PM,Delay
185,29,1,PM,Delay
185,30,0,PM,Delay
185,31,0,PM,Delay
185,32,1,PM,Delay
185,33,0,PM,Delay
185,34,1,PM,Delay
185,35,1,PM,Delay
185,36,0,PM,Delay
185,37,1,PM,Delay
185,38,0,PM,Delay
185,39,0,PM,Delay
185,40,0,PM,Delay
186,21,1,PM,Delay
186,22,1,PM,Delay
186,23,0,PM,Delay
186,24,1,PM,Delay
186,25,1,PM,Delay
186,26,1,PM,Delay
186,27,0,PM,Delay
186,28,0,PM,Delay
186,29,0,PM,Delay
186,30,0,PM,Delay
186,31,0,PM,Delay
186,32,0,PM,Delay
186,33,0,PM,Delay
186,34,0,PM,Delay
186,35,0,PM,Delay
186,36,0,PM,Delay
186,37,0,PM,Delay
186,38,0,PM,Delay
186,39,0,PM,Delay
186,40,0,PM,Delay
187,21,0,PM,Delay
187,22,0,PM,Delay
187,23,1,PM,Delay
187,24,1,PM,Delay
187,25,1,PM,Delay
187,26,1,PM,Delay
187,27,0,PM,Delay
187,28,1,PM,Delay
187,29,1,PM,Delay
187,30,0,PM,Delay
187,31,1,PM,Delay
187,32,0,PM,Delay
187,33,0,PM,Delay
187,34,1,PM,Delay
187,35,0,PM,Delay
187,36,1,PM,Delay
187,37,0,PM,Delay
187,38,1,PM,Delay
187,39,0,PM,Delay
187,40,1,PM,Delay
188,21,1,PM,Delay
188,22,0,PM,Delay
188,23,0,PM,Delay
188,24,1,PM,Delay
188,25,0,PM,Delay
188,26,0,PM,Delay
188,27,1,PM,Delay
188,28,0,PM,Delay
188,29,0,PM,Delay
188,30,1,PM,Delay
188,31,0,PM,Delay
188,32,0,PM,Delay
188,33,1,PM,Delay
188,34,1,PM,Delay
188,35,0,PM,Delay
188,36,0,PM,Delay
188,37,1,PM,Delay
188,38,0,PM,Delay
188,39,0,PM,Delay
188,40,0,PM,Delay
189,21,0,PM,Delay
189,22,0,PM,Delay
189,23,0,PM,Delay
189,24,0,PM,Delay
189,25,0,PM,Delay
189,26,1,PM,Delay
189,27,0,PM,Delay
189,28,1,PM,Delay
189,29,1,PM,Delay
189,30,1,PM,Delay
189,31,0,PM,Delay
189,32,1,PM,Delay
189,33,0,PM,Delay
189,34,1,PM,Delay
189,35,1,PM,Delay
189,36,1,PM,Delay
189,37,0,PM,Delay
189,38,0,PM,Delay
189,39,0,PM,Delay
189,40,0,PM,Delay
190,21,0,PM,Delay
190,22,0,PM,Delay
190,23,1,PM,Delay
190,24,1,PM,Delay
190,25,0,PM,Delay
190,26,0,PM,Delay
190,27,0,PM,Delay
190,28,0,PM,Delay
190,29,0,PM,Delay
190,30,0,PM,Delay
190,31,0,PM,Delay
190,32,1,PM,Delay
190,33,0,PM,Delay
190,34,1,PM,Delay
190,35,1,PM,Delay
190,36,1,PM,Delay
190,37,0,PM,Delay
190,38,0,PM,Delay
190,39,0,PM,Delay
190,40,1,PM,Delay
191,21,0,PM,Delay
191,22,0,PM,Delay
191,23,1,PM,Delay
191,24,0,PM,Delay
191,25,1,PM,Delay
191,26,1,PM,Delay
191,27,1,PM,Delay
191,28,0,PM,Delay
191,29,1,PM,Delay
191,30,1,PM,Delay
191,31,1,PM,Delay
191,32,1,PM,Delay
191,33,0,PM,Delay
191,34,1,PM,Delay
191,35,0,PM,Delay
191,36,1,PM,Delay
191,37,1,PM,Delay
191,38,0,PM,Delay
191,39,1,PM,Delay
191,40,1,PM,Delay
192,21,0,PM,Delay
192,22,0,PM,Delay
192,23,0,PM,Delay
192,24,1,PM,Delay
192,25,0,PM,Delay
192,26,1,PM,Delay
192,27,0,PM,Delay
192,28,1,PM,Delay
192,29,1,PM,Delay
192,30,0,PM,Delay
192,31,0,PM,Delay
192,32,0,PM,Delay
192,33,1,PM,Delay
192,34,0,PM,Delay
192,35,1,PM,Delay
192,36,0,PM,Delay
192,37,0,PM,Delay
192,38,0,PM,Delay
192,39,0,PM,Delay
192,40,0,PM,Delay
193,21,1,PM,Delay
193,22,0,PM,Delay
193,23,0,PM,Delay
193,24,0,PM,Delay
193,25,0,PM,Delay
193,26,0,PM,Delay
193,27,1,PM,Delay
193,28,1,PM,Delay
193,29,1,PM,Delay
193,30,1,PM,Delay
193,31,0,PM,Delay
193,32,1,PM,Delay
193,33,1,PM,Delay
193,34,0,PM,Delay
193,35,1,PM,Delay
193,36,1,PM,Delay
193,37,1,PM,Delay
193,38,0,PM,Delay
193,39,0,PM,Delay
193,40,0,PM,Delay
194,21,1,PM,Delay
194,22,0,PM,Delay
194,23,1,PM,Delay
194,24,0,PM,Delay
194,25,0,PM,Delay
194,26,0,PM,Delay
194,27,0,PM,Delay
194,28,0,PM,Delay
194,29,0,PM,Delay
194,30,0,PM,Delay
194,31,1,PM,Delay
194,32,1,PM,Delay
194,33,0,PM,Delay
194,34,0,PM,Delay
194,35,0,PM,Delay
194,36,0,PM,Delay
194,37,0,PM,Delay
194,38,0,PM,Delay
194,39,0,PM,Delay
194,40,0,PM,Delay
195,21,1,PM,Delay
195,22,1,PM,Delay
195,23,0,PM,Delay
195,24,0,PM,Delay
195,25,0,PM,Delay
195,26,0,PM,Delay
195,27,0,PM,Delay
195,28,1,PM,Delay
195,29,1,PM,Delay
195,30,0,PM,Delay
195,31,0,PM,Delay
195,32,0,PM,Delay
195,33,0,PM,Delay
195,34,0,PM,Delay
195,35,0,PM,Delay
195,36,0,PM,Delay
195,37,1,PM,Delay
195,38,1,PM,Delay
195,39,1,PM,Delay
195,40,0,PM,Delay
196,21,0,PM,Delay
196,22,0,PM,Delay
196,23,0,PM,Delay
196,24,1,PM,Delay
196,25,1,PM,Delay
196,26,1,PM,Delay
196,27,1,PM,Delay
196,28,0,PM,Delay
196,29,0,PM,Delay
196,30,0,PM,Delay
196,31,0,PM,Delay
196,32,1,PM,Delay
196,33,0,PM,Delay
196,34,1,PM,Delay
196,35,1,PM,Delay
196,36,1,PM,Delay
196,37,0,PM,Delay
196,38,1,PM,Delay
196,39,0,PM,Delay
196,40,0,PM,Delay
197,21,1,PM,Delay
197,22,0,PM,Delay
197,23,1,PM,Delay
